YS-BA-129,67,81,97,,F,ES,67,8,77,81,27,,REB,26,3,
YS-BA-129,28,19,,,F,ES,28,8,77,91,81,,DEK,26,3,
YS-BA-129,67,88,,,F,ES,13,27,88,67,12,,DIR,26,3,
YS-BA-129,82,98,42,,A,ES,8,91,77,28,19,,SCR,32,1,
YS-BA-129,88,13,,,A,SH,81,8,18,88,,,DIR,32,2,
YS-BA-069,28,,,,F,ES,91,28,77,12,13,,DIR,25,1,
YS-BA-069,84,71,,,A,SH,,,,18,,,DIR,33,2,
YS-BA-069,97,7,,,A,SH,8,13,12,77,,,DIR,33,2,
YS-BA-069,19,,,,A,ES,27,28,81,18,19,,DIR,33,3,
YS-BA-069,19,11,,,A,ES,91,13,28,12,77,,DIR,33,3,
YS-BA-069,19,11,28,,A,ES,81,67,91,19,13,,DIR,33,3,
YS-BA-071,19,91,88,,F,ES,18,91,88,19,16,,DIR,29,2,
YS-BA-071,19,16,8,,F,ES,88,8,16,42,19,,REB,29,2,
YS-BA-071,28,42,,,F,ES,28,42,8,97,81,,DIR,29,3,
YS-BA-071,67,12,,,F,ES,67,12,77,18,91,,DIR,29,3,
YS-BA-071,17,11,22,,A,ES,8,42,77,12,67,,DIR,32,2,
YS-BA-071,22,,,,A,SH,13,16,28,27,,,DEF,32,2,
YS-BA-071,91,,,,A,ES,91,28,19,18,97,,REB,32,3,
YS-BA-071,24,22,9,,A,ES,12,13,27,77,67,,DIR,32,3,
SS-BA-06,81,28,,,F,ES,91,97,28,88,18,,DIR,1,3,
SS-BA-06,8,5,18,,A,ES,8,18,12,67,42,,DIR,33,1,
SS-BA-06,18,,,,A,ES,13,27,28,97,81,,DIR,33,2,
SS-BA-06,15,19,,,A,SH,13,91,88,28,,,DEF,33,2,
SS-BA-06,19,,,,A,SH,16,91,13,97,,,DIR,33,3,
SS-BA-06,12,15,,,A,ES,18,91,12,42,67,,DIR,33,3,
SS-BA-06,8,5,18,,A,ES,18,19,13,16,88,,DIR,33,3,
SS-BA-18,17,,,,A,ES,91,18,28,67,19,,DEK,32,3,
SS-BA-33,91,77,,,F,ES,91,12,77,18,19,,DIR,30,1,
SS-BA-33,27,97,28,,F,ES,27,13,97,81,28,,DIR,30,2,
SS-BA-33,14,15,12,,A,ES,18,42,67,81,97,,DEK,33,2,
SS-BA-33,19,3,11,,A,ES,91,18,88,19,16,,REB,33,3,
YS-BA-067,28,81,,,F,ES,28,27,81,13,97,,DIR,26,1,
YS-BA-067,28,81,42,,F,ES,28,97,8,42,81,,DIR,26,1,
YS-BA-067,97,28,,,F,ES,97,88,28,8,42,,DIR,26,2,
YS-BA-067,2,3,64,,A,ES,8,42,67,12,77,,DIR,32,1,
YS-BA-067,98,,,,A,ES,18,19,16,13,28,,DEK,32,1,
YS-BA-067,2,27,,,A,ES,8,42,67,12,77,,REB,32,2,
YS-BA-067,22,98,,,A,ES,88,19,16,13,27,,REB,32,2,
YS-BA-067,98,12,,,A,ES,8,42,67,12,77,,DIR,32,3,
YS-BA-067,11,,,,A,ES,91,19,18,88,16,,DIR,32,3,
YS-BA-027,16,88,97,,F,ES,97,13,16,88,27,,DIR,1,1,
YS-BA-027,67,12,27,,F,ES,67,13,12,19,27,,DIR,1,2,
YS-BA-027,19,67,28,,F,ES,67,28,18,91,19,,DIR,1,3,
YS-BA-027,67,72,,,A,ES,67,12,19,13,27,,REB,33,1,
YS-BA-027,69,67,73,,A,ES,91,67,12,19,18,,DEF,33,1,
YS-BA-027,67,19,,,A,ES,91,19,12,18,67,,DIR,33,1,
YS-BA-027,12,19,,,A,ES,18,91,16,88,97,,DIR,33,2,
YS-BA-011,19,55,93,,A,ES,67,19,18,12,91,,DIR,32,3,
YS-BA-011,19,13,,,A,PP,67,91,19,,,,DIR,32,3,
YS-BA-068,67,19,8,,F,ES,8,13,12,19,67,,DIR,30,3,
YS-BA-068,10,2,17,,A,ES,16,13,67,27,19,,DIR,33,2,
YS-BA-068,11,2,,,A,ES,91,18,16,88,81,,DIR,33,3,
YS-BA-042,97,16,88,,F,ES,97,16,88,18,13,,DIR,31,2,
YS-BA-042,12,22,,,A,ES,67,12,97,27,13,,DIR,32,2,
YS-BA-042,17,12,,,A,ES,8,42,16,77,88,,DIR,32,2,
YS-BA-042,22,,,,A,ES,8,27,77,67,97,,EN,,3,
YS-BA-078,28,42,16,,F,ES,8,42,16,28,77,,REB,85,1,
YS-BA-078,77,28,,,F,ES,77,28,16,91,18,,DIR,85,2,
YS-BA-078,77,,,,F,ES,77,28,16,91,18,,REB,85,2,
YS-BA-078,81,97,,,F,ES,88,97,91,18,81,,EN,,3,
YS-BA-078,97,,,,F,ES,97,81,18,88,91,,DIR,85,3,
YS-BA-078,10,,,,A,PP,18,91,88,97,,,SCR,33,3,
YS-BA-078,15,,,,A,ES,8,16,77,28,91,,DIR,33,3,
YS-BA-063,81,8,97,,F,ES,8,97,88,81,13,,REB,45,1,
YS-BA-063,19,67,12,,F,ES,8,13,12,67,19,,REB,45,2,
YS-BA-063,91,97,,,F,ES,91,18,88,97,81,,DIR,45,2,
YS-BA-063,67,12,,,F,ES,42,8,67,12,19,,DIR,45,2,
YS-BA-063,16,26,19,,F,ES,16,28,77,18,13,,DIR,29,3,
YS-BA-063,19,67,,,F,SH,81,67,18,19,,,DIR,29,3,
YS-BA-063,4,5,27,,A,PP,8,67,91,28,,,DIR,32,2,
YS-BA-063,22,19,4,,A,PP,8,13,88,12,,,DIR,32,3,
YS-BA-063,14,77,4,,A,ES,8,42,16,28,77,,DIR,32,3,
YS-BA-063,19,27,,,A,ES,42,91,28,16,77,,DIR,32,3,
YS-BA-075,91,,,,F,PP,91,13,81,97,88,,DIR,29,2,
YS-BA-075,67,19,12,,F,ES,67,8,12,18,19,,DIR,29,2,
YS-BA-075,81,97,91,,F,PP,91,18,67,97,81,,REB,29,3,
YS-BA-075,19,67,12,,F,ES,8,13,67,12,19,,DIR,29,3,
YS-BA-075,67,12,13,,F,ES,8,13,67,12,19,,DIR,29,3,
YS-BA-075,88,28,15,,A,ES,8,91,81,88,97,,DIR,33,2,
YS-BA-075,44,13,,,A,PP,8,13,19,,,,DIR,33,3,
YS-BA-075,72,82,16,,A,ES,8,18,97,88,67,,DIR,33,3,
YS-BA-072,97,13,,,F,ES,97,81,88,13,27,,DIR,29,1,
YS-BA-072,84,4,38,,A,ES,16,91,18,28,77,,REB,32,2,
YS-BA-072,84,98,,,A,ES,8,42,67,12,19,,DIR,32,3,
